Name,Origine,Destinazione,Total_Minu,Total_Mete
9030 - 28060,9030.0,28060.0,230.91,439655.01
9031 - 28060,9031.0,28060.0,223.63,425992.27
9032 - 28060,9032.0,28060.0,218.92,409522.4
9033 - 28060,9033.0,28060.0,234.99,445445.53
9034 - 28060,9034.0,28060.0,220.44,422829.42
9035 - 28060,9035.0,28060.0,222.1,422355.75
9036 - 28060,9036.0,28060.0,221.33,420322.59
9037 - 28060,9037.0,28060.0,235.35,449899.79
9038 - 28060,9038.0,28060.0,218.7,423869.94
9039 - 28060,9039.0,28060.0,216.98,382510.47
9040 - 28060,9040.0,28060.0,228.0,433749.29
9041 - 28060,9041.0,28060.0,236.14,447257.24
9042 - 28060,9042.0,28060.0,213.5,408489.46
9043 - 28060,9043.0,28060.0,238.52,448684.39
9044 - 28060,9044.0,28060.0,212.09,410862.6
9045 - 28060,9045.0,28060.0,229.98,439581.4
9046 - 28060,9046.0,28060.0,231.9,437808.17
9047 - 28060,9047.0,28060.0,221.69,420047.86
9048 - 28060,9048.0,28060.0,220.68,387277.44
9049 - 28060,9049.0,28060.0,217.55,419781.84
9050 - 28060,9050.0,28060.0,220.69,420469.7
9051 - 28060,9051.0,28060.0,214.87,404470.07
9052 - 28060,9052.0,28060.0,208.21,398631.99
9053 - 28060,9053.0,28060.0,224.88,425194.72
9054 - 28060,9054.0,28060.0,220.72,425078.68
9055 - 28060,9055.0,28060.0,216.15,382641.36
9056 - 28060,9056.0,28060.0,206.84,393819.46
9057 - 28060,9057.0,28060.0,210.24,405565.85
9058 - 28060,9058.0,28060.0,206.6,395001.7
10028 - 28060,10028.0,28060.0,191.77,369475.01
10029 - 28060,10029.0,28060.0,197.47,376117.09
10030 - 28060,10030.0,28060.0,211.4,389425.93
10031 - 28060,10031.0,28060.0,203.99,378664.04
10032 - 28060,10032.0,28060.0,182.91,351955.44
10033 - 28060,10033.0,28060.0,187.66,358907.57
7072 - 28060,7072.0,28060.0,213.0,402124.39
7073 - 28060,7073.0,28060.0,194.65,378166.84
7074 - 28060,7074.0,28060.0,220.52,426119.68
8001 - 28060,8001.0,28060.0,267.44,513618.1
8002 - 28060,8002.0,28060.0,272.79,515636.43
8003 - 28060,8003.0,28060.0,243.58,454555.48
8004 - 28060,8004.0,28060.0,251.15,461858.13
8005 - 28060,8005.0,28060.0,253.78,476583.47
8006 - 28060,8006.0,28060.0,258.3,491832.26
8007 - 28060,8007.0,28060.0,276.73,508272.42
8008 - 28060,8008.0,28060.0,255.83,497939.18
8009 - 28060,8009.0,28060.0,238.73,449882.62
8010 - 28060,8010.0,28060.0,249.82,472938.92
8011 - 28060,8011.0,28060.0,263.59,504423.87
8012 - 28060,8012.0,28060.0,251.04,474016.94
8013 - 28060,8013.0,28060.0,265.87,480781.41
8014 - 28060,8014.0,28060.0,255.19,488176.0
8015 - 28060,8015.0,28060.0,279.88,524137.1
8016 - 28060,8016.0,28060.0,264.91,494922.14
8017 - 28060,8017.0,28060.0,235.43,453649.83
8018 - 28060,8018.0,28060.0,250.03,460638.94
8019 - 28060,8019.0,28060.0,249.73,472549.95
8020 - 28060,8020.0,28060.0,245.78,468888.1
8021 - 28060,8021.0,28060.0,248.93,472646.57
8022 - 28060,8022.0,28060.0,245.79,470237.11
8023 - 28060,8023.0,28060.0,253.57,467922.87
8024 - 28060,8024.0,28060.0,246.73,471081.97
8025 - 28060,8025.0,28060.0,244.95,461924.96
8026 - 28060,8026.0,28060.0,239.55,456478.74
8027 - 28060,8027.0,28060.0,237.64,455880.78
8028 - 28060,8028.0,28060.0,240.0,456895.93
8029 - 28060,8029.0,28060.0,266.81,508995.96
8030 - 28060,8030.0,28060.0,246.2,469824.6
8031 - 28060,8031.0,28060.0,238.53,464524.89
8032 - 28060,8032.0,28060.0,270.46,513310.0
8033 - 28060,8033.0,28060.0,252.92,476330.05
8034 - 28060,8034.0,28060.0,255.69,468917.95
8035 - 28060,8035.0,28060.0,268.83,504354.41
8036 - 28060,8036.0,28060.0,259.9,493398.76
8037 - 28060,8037.0,28060.0,254.96,468113.44
8038 - 28060,8038.0,28060.0,271.0,518546.55
8039 - 28060,8039.0,28060.0,258.31,496648.61
8040 - 28060,8040.0,28060.0,272.75,511159.62
8041 - 28060,8041.0,28060.0,252.75,477769.36
8042 - 28060,8042.0,28060.0,244.63,456728.23
8043 - 28060,8043.0,28060.0,275.83,520040.62
8044 - 28060,8044.0,28060.0,251.17,476719.46
8045 - 28060,8045.0,28060.0,242.79,464594.38
8046 - 28060,8046.0,28060.0,248.52,462394.41
8047 - 28060,8047.0,28060.0,248.58,472049.04
8048 - 28060,8048.0,28060.0,235.56,446177.36
8058 - 28060,8058.0,28060.0,264.96,505708.61
8059 - 28060,8059.0,28060.0,249.59,482237.03
8060 - 28060,8060.0,28060.0,250.49,475475.73
8061 - 28060,8061.0,28060.0,273.61,509288.58
8062 - 28060,8062.0,28060.0,260.73,500570.46
8063 - 28060,8063.0,28060.0,258.81,500326.82
8064 - 28060,8064.0,28060.0,251.77,475195.52
8065 - 28060,8065.0,28060.0,261.63,506090.04
8066 - 28060,8066.0,28060.0,240.57,451947.12
8067 - 28060,8067.0,28060.0,239.81,457577.38
9001 - 28060,9001.0,28060.0,232.7,442673.49
9002 - 28060,9002.0,28060.0,225.48,435053.75
9003 - 28060,9003.0,28060.0,202.35,389245.22
9004 - 28060,9004.0,28060.0,200.21,387526.62
10013 - 28060,10013.0,28060.0,191.22,323849.92
10014 - 28060,10014.0,28060.0,187.18,357111.94
10015 - 28060,10015.0,28060.0,189.02,368270.09
10016 - 28060,10016.0,28060.0,205.52,384115.44
10017 - 28060,10017.0,28060.0,194.28,373790.22
10018 - 28060,10018.0,28060.0,193.75,370625.23
10019 - 28060,10019.0,28060.0,202.82,381429.87
10020 - 28060,10020.0,28060.0,183.62,347427.94
10021 - 28060,10021.0,28060.0,200.16,367676.04
10022 - 28060,10022.0,28060.0,196.64,313186.65
10023 - 28060,10023.0,28060.0,211.62,390164.22
10024 - 28060,10024.0,28060.0,191.44,308416.59
10025 - 28060,10025.0,28060.0,189.77,362723.79
10034 - 28060,10034.0,28060.0,198.94,376771.33
10035 - 28060,10035.0,28060.0,183.24,348204.74
10036 - 28060,10036.0,28060.0,208.28,387272.81
10037 - 28060,10037.0,28060.0,191.73,358431.06
10038 - 28060,10038.0,28060.0,204.44,374703.68
10039 - 28060,10039.0,28060.0,185.2,351234.93
10040 - 28060,10040.0,28060.0,195.14,372942.85
16112 - 28060,16112.0,28060.0,130.13,219420.48
16113 - 28060,16113.0,28060.0,104.27,188898.47
16114 - 28060,16114.0,28060.0,100.75,183379.13
16115 - 28060,16115.0,28060.0,106.73,194073.47
16116 - 28060,16116.0,28060.0,128.33,219044.4
16193 - 28060,16193.0,28060.0,100.68,179524.67
16194 - 28060,16194.0,28060.0,106.29,193175.46
14061 - 28060,14061.0,28060.0,207.16,335681.95
14062 - 28060,14062.0,28060.0,215.15,342657.47
14063 - 28060,14063.0,28060.0,189.05,313569.48
14064 - 28060,14064.0,28060.0,205.61,331343.79
14065 - 28060,14065.0,28060.0,187.47,278326.06
30131 - 28060,30131.0,28060.0,101.28,181650.34
31003 - 28060,31003.0,28060.0,85.71,151492.99
25026 - 28060,25026.0,28060.0,76.68,91858.77
33003 - 28060,33003.0,28060.0,117.22,209518.78
25045 - 28060,25045.0,28060.0,92.09,145517.51
25046 - 28060,25046.0,28060.0,110.08,174279.39
26004 - 28060,26004.0,28060.0,48.57,53748.08
26005 - 28060,26005.0,28060.0,42.36,64798.55
30005 - 28060,30005.0,28060.0,115.0,203929.23
30006 - 28060,30006.0,28060.0,97.56,177548.65
30007 - 28060,30007.0,28060.0,99.53,169705.54
26072 - 28060,26072.0,28060.0,50.56,84468.17
26073 - 28060,26073.0,28060.0,55.38,87844.56
10041 - 28060,10041.0,28060.0,210.09,385998.91
10059 - 28060,10059.0,28060.0,185.95,359764.97
10060 - 28060,10060.0,28060.0,198.99,375537.95
10061 - 28060,10061.0,28060.0,190.64,354208.11
10062 - 28060,10062.0,28060.0,197.21,364893.52
10063 - 28060,10063.0,28060.0,210.73,392002.46
10064 - 28060,10064.0,28060.0,205.32,386302.18
10065 - 28060,10065.0,28060.0,187.6,352761.07
10066 - 28060,10066.0,28060.0,179.18,339380.61
10067 - 28060,10067.0,28060.0,197.81,377781.71
11001 - 28060,11001.0,28060.0,173.51,326802.97
11002 - 28060,11002.0,28060.0,165.87,318207.65
11003 - 28060,11003.0,28060.0,178.17,332833.41
11004 - 28060,11004.0,28060.0,170.16,318022.35
11005 - 28060,11005.0,28060.0,192.79,355079.99
11006 - 28060,11006.0,28060.0,172.78,333503.85
11007 - 28060,11007.0,28060.0,172.42,332981.96
11008 - 28060,11008.0,28060.0,179.41,333287.81
11009 - 28060,11009.0,28060.0,178.31,340756.55
10049 - 28060,10049.0,28060.0,173.79,336067.11
10050 - 28060,10050.0,28060.0,213.47,382821.08
10051 - 28060,10051.0,28060.0,181.83,344723.57
10052 - 28060,10052.0,28060.0,185.63,301464.21
10053 - 28060,10053.0,28060.0,197.79,376237.94
10054 - 28060,10054.0,28060.0,202.43,384678.46
10055 - 28060,10055.0,28060.0,190.02,358925.22
10056 - 28060,10056.0,28060.0,188.94,316327.92
10004 - 28060,10004.0,28060.0,194.86,371849.73
10005 - 28060,10005.0,28060.0,204.23,381636.54
10006 - 28060,10006.0,28060.0,174.62,339383.94
10007 - 28060,10007.0,28060.0,201.02,381918.3
10008 - 28060,10008.0,28060.0,185.14,354093.04
10009 - 28060,10009.0,28060.0,188.78,358671.08
10010 - 28060,10010.0,28060.0,193.55,371431.43
10011 - 28060,10011.0,28060.0,187.81,362062.18
10012 - 28060,10012.0,28060.0,180.81,345288.76
11031 - 28060,11031.0,28060.0,166.95,318558.35
11032 - 28060,11032.0,28060.0,184.8,345644.93
12001 - 28060,12001.0,28060.0,187.23,321329.46
12002 - 28060,12002.0,28060.0,144.64,276751.25
12003 - 28060,12003.0,28060.0,156.89,293127.29
12004 - 28060,12004.0,28060.0,160.4,293454.1
12005 - 28060,12005.0,28060.0,145.89,277003.58
12006 - 28060,12006.0,28060.0,147.78,283004.8
12007 - 28060,12007.0,28060.0,165.97,303498.59
12008 - 28060,12008.0,28060.0,156.41,292322.27
12009 - 28060,12009.0,28060.0,159.5,295774.11
12010 - 28060,12010.0,28060.0,164.64,300174.79
12011 - 28060,12011.0,28060.0,163.93,297108.16
12012 - 28060,12012.0,28060.0,144.79,276246.99
12013 - 28060,12013.0,28060.0,160.73,298653.31
12014 - 28060,12014.0,28060.0,158.37,294141.99
12015 - 28060,12015.0,28060.0,160.81,294407.32
12016 - 28060,12016.0,28060.0,152.62,287825.32
12017 - 28060,12017.0,28060.0,159.13,296167.5
12018 - 28060,12018.0,28060.0,160.04,297492.99
12019 - 28060,12019.0,28060.0,166.76,304438.02
12020 - 28060,12020.0,28060.0,177.92,314290.54
12021 - 28060,12021.0,28060.0,162.57,297701.42
12022 - 28060,12022.0,28060.0,173.25,309432.66
12023 - 28060,12023.0,28060.0,147.76,281371.14
12024 - 28060,12024.0,28060.0,169.88,304197.3
12025 - 28060,12025.0,28060.0,145.92,281404.39
12026 - 28060,12026.0,28060.0,140.74,264145.92
12027 - 28060,12027.0,28060.0,170.76,306407.5
12028 - 28060,12028.0,28060.0,157.1,293395.58
12029 - 28060,12029.0,28060.0,144.33,270361.92
12030 - 28060,12030.0,28060.0,156.48,294099.21
12031 - 28060,12031.0,28060.0,165.05,302718.74
14051 - 28060,14051.0,28060.0,213.35,341449.39
14052 - 28060,14052.0,28060.0,214.57,344618.64
14053 - 28060,14053.0,28060.0,202.21,328420.39
14054 - 28060,14054.0,28060.0,190.96,319668.18
14055 - 28060,14055.0,28060.0,192.94,317759.86
14056 - 28060,14056.0,28060.0,178.63,302910.48
14057 - 28060,14057.0,28060.0,186.63,312965.87
14073 - 28060,14073.0,28060.0,220.1,316796.68
14074 - 28060,14074.0,28060.0,200.43,325755.33
14075 - 28060,14075.0,28060.0,178.61,304231.02
14076 - 28060,14076.0,28060.0,192.29,283823.84
14077 - 28060,14077.0,28060.0,198.7,328516.23
14078 - 28060,14078.0,28060.0,181.94,272105.04
15002 - 28060,15002.0,28060.0,144.67,266916.25
15055 - 28060,15055.0,28060.0,139.88,265772.29
15058 - 28060,15058.0,28060.0,135.85,257799.22
15059 - 28060,15059.0,28060.0,118.65,215220.27
15060 - 28060,15060.0,28060.0,122.17,227713.59
15061 - 28060,15061.0,28060.0,143.8,264810.68
15062 - 28060,15062.0,28060.0,143.76,270045.55
15070 - 28060,15070.0,28060.0,119.84,226007.77
15071 - 28060,15071.0,28060.0,136.34,254673.21
15244 - 28060,15244.0,28060.0,133.98,253737.36
15246 - 28060,15246.0,28060.0,141.84,264484.52
15247 - 28060,15247.0,28060.0,138.08,260451.59
15248 - 28060,15248.0,28060.0,139.49,262004.57
15249 - 28060,15249.0,28060.0,144.76,272343.63
15250 - 28060,15250.0,28060.0,127.07,243000.6
16001 - 28060,16001.0,28060.0,104.89,184140.06
16002 - 28060,16002.0,28060.0,107.53,186209.38
16003 - 28060,16003.0,28060.0,104.92,192264.02
16004 - 28060,16004.0,28060.0,114.84,202400.09
16108 - 28060,16108.0,28060.0,122.95,212770.77
16109 - 28060,16109.0,28060.0,99.74,182273.79
16110 - 28060,16110.0,28060.0,116.31,197278.63
16111 - 28060,16111.0,28060.0,117.15,206849.17
16195 - 28060,16195.0,28060.0,147.5,224613.06
16196 - 28060,16196.0,28060.0,117.64,208300.12
16197 - 28060,16197.0,28060.0,121.02,210424.4
16198 - 28060,16198.0,28060.0,102.21,190130.58
16199 - 28060,16199.0,28060.0,133.85,225770.46
12032 - 28060,12032.0,28060.0,143.35,271539.51
12033 - 28060,12033.0,28060.0,147.06,277919.56
12034 - 28060,12034.0,28060.0,134.04,251625.61
12035 - 28060,12035.0,28060.0,147.76,278695.45
12036 - 28060,12036.0,28060.0,153.29,288859.86
12037 - 28060,12037.0,28060.0,168.38,306694.33
12038 - 28060,12038.0,28060.0,155.67,291399.08
12039 - 28060,12039.0,28060.0,145.16,274025.04
12040 - 28060,12040.0,28060.0,142.1,268324.76
12041 - 28060,12041.0,28060.0,170.58,305637.22
12042 - 28060,12042.0,28060.0,136.47,259624.51
12043 - 28060,12043.0,28060.0,167.79,300777.56
12044 - 28060,12044.0,28060.0,147.4,273282.62
12045 - 28060,12045.0,28060.0,177.13,315966.5
12046 - 28060,12046.0,28060.0,152.47,274308.85
12047 - 28060,12047.0,28060.0,146.1,278328.44
12048 - 28060,12048.0,28060.0,142.4,273707.46
12049 - 28060,12049.0,28060.0,153.44,288846.98
12050 - 28060,12050.0,28060.0,138.7,260740.26
12051 - 28060,12051.0,28060.0,164.9,303310.28
12052 - 28060,12052.0,28060.0,161.28,290064.94
12053 - 28060,12053.0,28060.0,160.75,297205.99
12054 - 28060,12054.0,28060.0,153.17,288975.23
12055 - 28060,12055.0,28060.0,157.27,293366.18
12056 - 28060,12056.0,28060.0,175.03,312259.68
12057 - 28060,12057.0,28060.0,149.94,285578.29
12058 - 28060,12058.0,28060.0,168.33,300423.07
12059 - 28060,12059.0,28060.0,166.71,302549.97
12060 - 28060,12060.0,28060.0,166.54,302409.44
12061 - 28060,12061.0,28060.0,191.13,328303.09
12062 - 28060,12062.0,28060.0,169.74,308476.6
12063 - 28060,12063.0,28060.0,168.55,304690.43
12064 - 28060,12064.0,28060.0,149.61,284910.59
12065 - 28060,12065.0,28060.0,184.26,319780.38
12066 - 28060,12066.0,28060.0,174.93,311838.18
10026 - 28060,10026.0,28060.0,181.26,296727.08
10027 - 28060,10027.0,28060.0,170.83,330473.48
13044 - 28060,13044.0,28060.0,153.8,288208.15
13045 - 28060,13045.0,28060.0,142.24,264409.64
13046 - 28060,13046.0,28060.0,142.28,254165.44
13047 - 28060,13047.0,28060.0,178.81,300744.28
13048 - 28060,13048.0,28060.0,135.58,247131.95
13050 - 28060,13050.0,28060.0,172.62,306640.24
13052 - 28060,13052.0,28060.0,151.44,263187.36
13053 - 28060,13053.0,28060.0,144.72,272891.92
13055 - 28060,13055.0,28060.0,141.75,270445.47
13058 - 28060,13058.0,28060.0,151.51,262951.72
13059 - 28060,13059.0,28060.0,147.63,275101.38
13060 - 28060,13060.0,28060.0,168.03,303320.86
13061 - 28060,13061.0,28060.0,148.31,279016.3
13062 - 28060,13062.0,28060.0,191.76,313471.93
13063 - 28060,13063.0,28060.0,169.92,305076.95
13064 - 28060,13064.0,28060.0,140.85,254430.23
13065 - 28060,13065.0,28060.0,152.41,284964.88
13068 - 28060,13068.0,28060.0,137.66,263645.84
13070 - 28060,13070.0,28060.0,162.82,277619.37
13071 - 28060,13071.0,28060.0,178.08,312717.36
13074 - 28060,13074.0,28060.0,165.92,300506.16
13075 - 28060,13075.0,28060.0,147.49,278126.86
13077 - 28060,13077.0,28060.0,181.48,303156.67
13083 - 28060,13083.0,28060.0,181.39,302318.97
13084 - 28060,13084.0,28060.0,145.69,259429.58
13085 - 28060,13085.0,28060.0,184.3,306010.81
13087 - 28060,13087.0,28060.0,167.24,301712.76
13089 - 28060,13089.0,28060.0,181.99,307630.32
13090 - 28060,13090.0,28060.0,183.93,306772.17
13092 - 28060,13092.0,28060.0,191.08,327731.31
13093 - 28060,13093.0,28060.0,153.23,282330.3
13095 - 28060,13095.0,28060.0,146.77,259351.86
13097 - 28060,13097.0,28060.0,147.64,266536.49
13098 - 28060,13098.0,28060.0,163.06,291719.16
13099 - 28060,13099.0,28060.0,150.26,278505.89
13100 - 28060,13100.0,28060.0,139.03,264993.39
13101 - 28060,13101.0,28060.0,141.66,252970.35
13102 - 28060,13102.0,28060.0,141.26,270000.49
11010 - 28060,11010.0,28060.0,177.24,338905.59
11011 - 28060,11011.0,28060.0,174.33,325965.64
11012 - 28060,11012.0,28060.0,188.05,354423.31
11013 - 28060,11013.0,28060.0,168.11,320617.04
11014 - 28060,11014.0,28060.0,191.18,358990.46
11015 - 28060,11015.0,28060.0,166.91,321775.4
11016 - 28060,11016.0,28060.0,171.15,326295.68
11023 - 28060,11023.0,28060.0,179.75,335025.54
11024 - 28060,11024.0,28060.0,181.99,335253.07
11025 - 28060,11025.0,28060.0,176.36,336823.18
11026 - 28060,11026.0,28060.0,163.62,315777.59
11028 - 28060,11028.0,28060.0,180.57,342812.58
11029 - 28060,11029.0,28060.0,173.77,305040.55
11030 - 28060,11030.0,28060.0,194.1,348911.2
14072 - 28060,14072.0,28060.0,213.29,309010.03
14032 - 28060,14032.0,28060.0,191.59,319219.88
14033 - 28060,14033.0,28060.0,197.04,289559.98
14034 - 28060,14034.0,28060.0,195.42,287143.76
14035 - 28060,14035.0,28060.0,207.14,338221.69
14041 - 28060,14041.0,28060.0,190.32,313248.91
14042 - 28060,14042.0,28060.0,194.49,322422.94
12067 - 28060,12067.0,28060.0,140.42,267389.38
12068 - 28060,12068.0,28060.0,144.27,272638.71
12069 - 28060,12069.0,28060.0,168.36,303900.72
12070 - 28060,12070.0,28060.0,140.18,269552.5
12071 - 28060,12071.0,28060.0,150.65,285712.46
12072 - 28060,12072.0,28060.0,155.64,292509.45
12073 - 28060,12073.0,28060.0,148.16,282815.34
12074 - 28060,12074.0,28060.0,164.07,301104.54
12075 - 28060,12075.0,28060.0,135.79,257540.47
12076 - 28060,12076.0,28060.0,176.83,313496.01
12077 - 28060,12077.0,28060.0,151.24,286276.83
12078 - 28060,12078.0,28060.0,142.79,265069.21
12079 - 28060,12079.0,28060.0,140.38,262767.56
12080 - 28060,12080.0,28060.0,150.52,281764.72
12081 - 28060,12081.0,28060.0,169.85,306399.04
12082 - 28060,12082.0,28060.0,153.46,288890.02
12083 - 28060,12083.0,28060.0,156.81,290264.25
12084 - 28060,12084.0,28060.0,161.02,296603.51
12085 - 28060,12085.0,28060.0,142.87,274029.35
12086 - 28060,12086.0,28060.0,171.55,307968.64
12087 - 28060,12087.0,28060.0,170.37,307369.5
12088 - 28060,12088.0,28060.0,166.21,303310.32
12089 - 28060,12089.0,28060.0,147.51,273154.37
12090 - 28060,12090.0,28060.0,147.66,271891.24
12091 - 28060,12091.0,28060.0,150.12,286174.5
12092 - 28060,12092.0,28060.0,176.86,313142.83
12093 - 28060,12093.0,28060.0,155.95,292295.47
13139 - 28060,13139.0,28060.0,159.69,274408.27
13143 - 28060,13143.0,28060.0,135.74,246528.17
13144 - 28060,13144.0,28060.0,149.66,283655.19
13145 - 28060,13145.0,28060.0,170.43,282524.72
13147 - 28060,13147.0,28060.0,142.64,257552.15
13148 - 28060,13148.0,28060.0,170.79,305909.2
13152 - 28060,13152.0,28060.0,154.29,286288.81
13153 - 28060,13153.0,28060.0,141.74,254590.18
13154 - 28060,13154.0,28060.0,144.39,275481.71
13155 - 28060,13155.0,28060.0,185.15,307686.86
13157 - 28060,13157.0,28060.0,146.65,259602.31
13159 - 28060,13159.0,28060.0,141.23,262838.63
13160 - 28060,13160.0,28060.0,184.44,304966.37
13161 - 28060,13161.0,28060.0,164.66,296782.86
19050 - 28060,19050.0,28060.0,103.06,183043.85
28054 - 28060,28054.0,28060.0,13.23,12320.58
28055 - 28060,28055.0,28060.0,17.92,25283.96
22189 - 28060,22189.0,28060.0,80.16,100106.6
22190 - 28060,22190.0,28060.0,90.18,117200.85
22191 - 28060,22191.0,28060.0,103.18,176084.21
22192 - 28060,22192.0,28060.0,101.95,188421.21
22193 - 28060,22193.0,28060.0,79.28,105374.54
22194 - 28060,22194.0,28060.0,119.5,211977.66
22195 - 28060,22195.0,28060.0,132.42,232190.08
22196 - 28060,22196.0,28060.0,133.71,160975.64
21047 - 28060,21047.0,28060.0,157.97,230135.69
21048 - 28060,21048.0,28060.0,138.12,258152.47
21049 - 28060,21049.0,28060.0,170.66,297771.72
24019 - 28060,24019.0,28060.0,40.12,66748.1
24020 - 28060,24020.0,28060.0,45.1,71333.37
24021 - 28060,24021.0,28060.0,22.29,26707.43
24022 - 28060,24022.0,28060.0,36.85,54646.38
24023 - 28060,24023.0,28060.0,47.93,55833.96
23005 - 28060,23005.0,28060.0,61.89,86046.5
21052 - 28060,21052.0,28060.0,140.61,216794.12
21053 - 28060,21053.0,28060.0,117.76,218971.33
21054 - 28060,21054.0,28060.0,163.77,287112.09
24076 - 28060,24076.0,28060.0,62.21,88724.34
24077 - 28060,24077.0,28060.0,43.11,61877.91
30075 - 28060,30075.0,28060.0,69.14,116456.67
30076 - 28060,30076.0,28060.0,119.18,223184.38
12094 - 28060,12094.0,28060.0,181.35,319013.76
12095 - 28060,12095.0,28060.0,158.61,296266.53
12096 - 28060,12096.0,28060.0,154.13,289871.04
12097 - 28060,12097.0,28060.0,167.09,303091.45
12098 - 28060,12098.0,28060.0,138.26,260615.91
12099 - 28060,12099.0,28060.0,169.42,305107.46
12100 - 28060,12100.0,28060.0,167.03,302414.65
12101 - 28060,12101.0,28060.0,149.89,285686.54
12102 - 28060,12102.0,28060.0,171.06,307445.88
12103 - 28060,12103.0,28060.0,173.91,309542.15
12104 - 28060,12104.0,28060.0,163.13,299751.73
12105 - 28060,12105.0,28060.0,148.25,283430.32
12106 - 28060,12106.0,28060.0,151.94,282659.21
12107 - 28060,12107.0,28060.0,144.02,274450.11
12108 - 28060,12108.0,28060.0,139.82,266053.8
12109 - 28060,12109.0,28060.0,133.57,254624.14
12110 - 28060,12110.0,28060.0,165.55,301483.64
12111 - 28060,12111.0,28060.0,155.02,291622.34
12112 - 28060,12112.0,28060.0,187.82,326826.65
12113 - 28060,12113.0,28060.0,164.95,298941.1
12114 - 28060,12114.0,28060.0,178.63,317955.74
12115 - 28060,12115.0,28060.0,169.34,304391.93
12116 - 28060,12116.0,28060.0,160.54,296343.95
12117 - 28060,12117.0,28060.0,163.59,291168.86
12118 - 28060,12118.0,28060.0,142.99,270743.42
12119 - 28060,12119.0,28060.0,134.95,256497.24
12120 - 28060,12120.0,28060.0,149.16,284693.62
12121 - 28060,12121.0,28060.0,143.3,275282.78
12122 - 28060,12122.0,28060.0,140.88,266995.94
12123 - 28060,12123.0,28060.0,148.15,277623.42
12124 - 28060,12124.0,28060.0,146.79,278639.82
12125 - 28060,12125.0,28060.0,156.24,292183.46
12126 - 28060,12126.0,28060.0,154.7,290924.17
12127 - 28060,12127.0,28060.0,146.96,268551.3
12128 - 28060,12128.0,28060.0,155.9,292615.54
12129 - 28060,12129.0,28060.0,187.98,327267.65
12130 - 28060,12130.0,28060.0,134.47,255295.52
12131 - 28060,12131.0,28060.0,161.82,297356.75
12132 - 28060,12132.0,28060.0,155.21,289171.65
12133 - 28060,12133.0,28060.0,152.72,287105.98
12134 - 28060,12134.0,28060.0,153.17,289437.57
12135 - 28060,12135.0,28060.0,192.64,330532.29
12136 - 28060,12136.0,28060.0,150.44,272345.76
12137 - 28060,12137.0,28060.0,153.89,274796.72
12138 - 28060,12138.0,28060.0,148.45,284270.78
12139 - 28060,12139.0,28060.0,161.58,290322.64
12140 - 28060,12140.0,28060.0,147.82,278507.34
12141 - 28060,12141.0,28060.0,165.15,301569.68
13003 - 28060,13003.0,28060.0,146.48,258614.51
13004 - 28060,13004.0,28060.0,146.91,260011.53
